"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.581","-2.30258514288576","BLCA",1
"2","0.5","0.89","-2.30258515559541","BRCA_1",2
"3","0.5","0.812","-2.30258499315568","BRCA_2",3
"4","0.5","0.76","-2.30258512522469","COAD_READ",4
"5","0.5","0.876","-2.30258508701817","HNSC",5
"6","0.5","0.588","-2.30258513846512","KICH",6
"7","0.5","0.934","-2.30258513196815","KIRC",7
"8","0.5","0.832","-2.30258506942985","KIRP",8
"9","0.5","0.919","-2.30258498010063","LIHC",9
"10","0.5","0.845","-2.30258507262276","LUAD",10
"11","0.5","0.856","-2.30258511763725","LUSC",11
"12","0.5","0.838","-2.30258512431419","PRAD",12
"13","0.5","0.805","-2.30258515082735","STES",13
"14","0.5","0.867","-2.30258508836629","THCA",14
"15","0.5","0.776","-2.30258501599552","UCEC",15
