"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.172","-2.27376011143837","BLCA",1
"2","0.5","0.446","-2.29578535884596","BRCA_1",2
"3","0.5","0.145","-2.1968190262183","BRCA_2",3
"4","0.5","0.354","-2.11987926156785","COAD_READ",4
"5","0.5","0.383","-2.27791569328803","HNSC",5
"6","0.5","0.403","-2.26552680404335","KICH",6
"7","0.5","0.604","-2.2560679753798","KIRC",7
"8","0.5","0.313","-2.27278038592385","KIRP",8
"9","0.5","0.462","-2.2914807592397","LIHC",9
"10","0.5","0.537","-2.05088506166596","LUAD",10
"11","0.5","0.78","-2.26585956113424","LUSC",11
"12","0.5","0.739","-2.25029916706448","PRAD",12
"13","0.5","0.669","-2.09652577811814","STES",13
"14","0.5","0.549","-2.29413499567221","THCA",14
"15","0.5","0.164","-2.21816926079101","UCEC",15
