"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.452","1.10225154127267","BLCA",1
"2","0.5","0.635","1.2848850285253","BRCA_1",2
"3","0.5","0.32","1.0994595579823","BRCA_2",3
"4","0.5","0.588","1.17466152941244","COAD_READ",4
"5","0.5","0.573","1.02105280302558","HNSC",5
"6","0.5","0.501","0.700547546975819","KICH",6
"7","0.5","0.772","0.971605867242871","KIRC",7
"8","0.5","0.698","0.796030358581181","KIRP",8
"9","0.5","0.686","0.488116441576688","LIHC",9
"10","0.5","0.523","0.996303733363976","LUAD",10
"11","0.5","0.483","1.07668545637934","LUSC",11
"12","0.5","0.53","1.09608067180296","PRAD",12
"13","0.5","0.607","1.06753730993758","STES",13
"14","0.5","0.526","1.49361270177502","THCA",14
"15","0.5","0.467","1.48000985427598","UCEC",15
