"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.618","1.189900197865","BLCA",1
"2","0.5","0.937","1.69006615253011","BRCA_1",2
"3","0.5","0.897","1.63375017244366","BRCA_2",3
"4","0.5","0.928","1.40801170614435","COAD_READ",4
"5","0.5","0.936","1.06309553963831","HNSC",5
"6","0.5","0.291","1.17994122637238","KICH",6
"7","0.5","0.931","1.41818351061774","KIRC",7
"8","0.5","0.748","1.47490352152383","KIRP",8
"9","0.5","0.939","0.894485654478727","LIHC",9
"10","0.5","0.948","1.53499506717968","LUAD",10
"11","0.5","0.607","1.46907872011164","LUSC",11
"12","0.5","0.946","1.60310769859584","PRAD",12
"13","0.5","0.938","1.59867614450908","STES",13
"14","0.5","0.916","1.64836320466151","THCA",14
"15","0.5","0.841","1.38562403157579","UCEC",15
