"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.18","1.50800218012594","BLCA",1
"2","0.5","0.272","1.89095277268761","BRCA_1",2
"3","0.5","0.129","2.18014753487225","BRCA_2",3
"4","0.5","0.291","2.38070096342941","COAD_READ",4
"5","0.5","0.367","1.93632075210373","HNSC",5
"6","0.5","0.227","0.382788763217668","KICH",6
"7","0.5","0.678","1.63821776214292","KIRC",7
"8","0.5","0.337","1.78312433025313","KIRP",8
"9","0.5","0.339","0.897347270977482","LIHC",9
"10","0.5","0.394","1.88221017517962","LUAD",10
"11","0.5","0.396","2.06990553294334","LUSC",11
"12","0.5","0.695","1.35004617839375","PRAD",12
"13","0.5","0.705","2.16705665753954","STES",13
"14","0.5","0.432","2.02527471884248","THCA",14
"15","0.5","0.151","1.57033796239556","UCEC",15
