"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.135","-2.30258500778204","BLCA",1
"2","0.5","0.168","-2.30258510953313","BRCA_1",2
"3","0.5","0.471","-2.30258499240607","BRCA_2",3
"4","0.5","0.297","-2.30258507279382","COAD_READ",4
"5","0.5","0.429","-2.30258513641895","HNSC",5
"6","0.5","0.944","-2.30258487344701","KICH",6
"7","0.5","0.713","-2.30258504623824","KIRC",7
"8","0.5","0.847","-2.30258496128673","KIRP",8
"9","0.5","0.86","-2.30258505911238","LIHC",9
"10","0.5","0.475","-2.30258509047426","LUAD",10
"11","0.5","0.433","-2.30258512690601","LUSC",11
"12","0.5","0.541","-2.30258512293097","PRAD",12
"13","0.5","0.616","-2.30258514858266","STES",13
"14","0.5","0.77","-2.30258512904632","THCA",14
"15","0.5","0.166","-2.30258506189176","UCEC",15
