"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.094","-1.90605947576566","BLCA",1
"2","0.5","0.199","1.45103420754804","BRCA_1",2
"3","0.5","0.075","-1.41019163412238","BRCA_2",3
"4","0.5","0.212","-1.94282632260542","COAD_READ",4
"5","0.5","0.694","-1.94980980860721","HNSC",5
"6","0.5","0.179","-0.0523524472275688","KICH",6
"7","0.5","0.69","-1.09130777328243","KIRC",7
"8","0.5","0.294","-1.94764688456788","KIRP",8
"9","0.5","0.248","-2.01085833178254","LIHC",9
"10","0.5","0.322","-1.40597652375851","LUAD",10
"11","0.5","0.198","-1.74771181470566","LUSC",11
"12","0.5","0.258","-0.582628317229614","PRAD",12
"13","0.5","0.536","-1.40518856565036","STES",13
"14","0.5","0.621","-0.805548002062328","THCA",14
"15","0.5","0.094","1.46063099782528","UCEC",15
