"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.416","-1.17187116329491","BLCA",1
"2","0.5","0.411","-1.79390353864956","BRCA_1",2
"3","0.5","0.32","-1.18025110534254","BRCA_2",3
"4","0.5","0.41","-1.53620625571057","COAD_READ",4
"5","0.5","0.294","-1.42133094975455","HNSC",5
"6","0.5","0.206","-1.94350069327932","KICH",6
"7","0.5","0.23","-1.87310716200207","KIRC",7
"8","0.5","0.217","-1.97798807759464","KIRP",8
"9","0.5","0.345","-1.97695613781066","LIHC",9
"10","0.5","0.367","-1.30182118327118","LUAD",10
"11","0.5","0.53","-0.648058590166186","LUSC",11
"12","0.5","0.458","-1.81443364882551","PRAD",12
"13","0.5","0.371","-1.19592289496565","STES",13
"14","0.5","0.172","-1.85275014062635","THCA",14
"15","0.5","0.271","-1.28110796958318","UCEC",15
