"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.642","3.15127276697385","BLCA",1
"2","0.5","0.466","3.50156984244834","BRCA_1",2
"3","0.5","0.424","3.3950844510738","BRCA_2",3
"4","0.5","0.472","3.21931980547974","COAD_READ",4
"5","0.5","0.487","2.93762735055335","HNSC",5
"6","0.5","0.423","3.31273009821347","KICH",6
"7","0.5","0.607","3.33577758787902","KIRC",7
"8","0.5","0.51","3.32893432870536","KIRP",8
"9","0.5","0.547","2.75150956300724","LIHC",9
"10","0.5","0.396","3.33954237673811","LUAD",10
"11","0.5","0.307","3.10788494759031","LUSC",11
"12","0.5","0.314","3.83670758693996","PRAD",12
"13","0.5","0.403","2.94438547474143","STES",13
"14","0.5","0.346","3.51662802317573","THCA",14
"15","0.5","0.578","3.48539304331368","UCEC",15
