"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.802","1.84092713030502","BLCA",1
"2","0.5","0.078","1.80546356199957","BRCA_1",2
"3","0.5","0.367","1.86430084869069","BRCA_2",3
"4","0.5","0.156","2.07505359395563","COAD_READ",4
"5","0.5","0.04","1.82530185973474","HNSC",5
"6","0.5","0.635","1.74712734595422","KICH",6
"7","0.5","0.098","1.44550513596004","KIRC",7
"8","0.5","0.055","1.52044610879065","KIRP",8
"9","0.5","0.0639999999999999","1.32410982665063","LIHC",9
"10","0.5","0.092","1.68836810207336","LUAD",10
"11","0.5","0.107","1.9348076071712","LUSC",11
"12","0.5","0.08","1.88680016564585","PRAD",12
"13","0.5","0.091","1.83648505564923","STES",13
"14","0.5","0.083","2.04426781922613","THCA",14
"15","0.5","0.577","2.05358151637709","UCEC",15
