"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.179","-1.7049257026411","BLCA",1
"2","0.5","0.799","-2.24194619362556","BRCA_1",2
"3","0.5","0.336","-2.10841536114557","BRCA_2",3
"4","0.5","0.948","-1.82928784072088","COAD_READ",4
"5","0.5","0.88","-1.98593305147266","HNSC",5
"6","0.5","0.309","-2.20105623931099","KICH",6
"7","0.5","0.896","-2.27907215239032","KIRC",7
"8","0.5","0.938","-2.2424001158533","KIRP",8
"9","0.5","0.873","-2.26961159733692","LIHC",9
"10","0.5","0.87","3.84325143886732","LUAD",10
"11","0.5","0.77","0.225939302932941","LUSC",11
"12","0.5","0.674","-1.50697205522711","PRAD",12
"13","0.5","0.932","-1.94114584202418","STES",13
"14","0.5","0.931","4.5007754540376","THCA",14
"15","0.5","0.496","-1.83087052499542","UCEC",15
