"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.437","2.21603899406709","BLCA",1
"2","0.5","0.0679999999999999","2.60760526492027","BRCA_1",2
"3","0.5","0.235","2.36453685594064","BRCA_2",3
"4","0.5","0.141","1.86338468348034","COAD_READ",4
"5","0.5","0.108","2.89423824594424","HNSC",5
"6","0.5","0.381","1.52851216145521","KICH",6
"7","0.5","0.151","2.92482707068568","KIRC",7
"8","0.5","0.093","1.85563665989393","KIRP",8
"9","0.5","0.075","1.25473837295216","LIHC",9
"10","0.5","0.085","2.73047726555915","LUAD",10
"11","0.5","0.069","2.5150121328559","LUSC",11
"12","0.5","0.0649999999999999","1.80509467037248","PRAD",12
"13","0.5","0.104","2.68471944351768","STES",13
"14","0.5","0.12","3.01926065339843","THCA",14
"15","0.5","0.223","1.84853738184185","UCEC",15
