"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.252","-0.245074038524159","BLCA",1
"2","0.5","0.45","0.216738677115385","BRCA_1",2
"3","0.5","0.862","0.372489991390931","BRCA_2",3
"4","0.5","0.115","0.640273898390164","COAD_READ",4
"5","0.5","0.221","0.54454638374041","HNSC",5
"6","0.5","0.502","-0.21480311334909","KICH",6
"7","0.5","0.575","0.1658952172786","KIRC",7
"8","0.5","0.533","0.106587388690916","KIRP",8
"9","0.5","0.248","-0.30445585440246","LIHC",9
"10","0.5","0.367","0.356322918788613","LUAD",10
"11","0.5","0.371","0.673399878864316","LUSC",11
"12","0.5","0.356","0.565909388769798","PRAD",12
"13","0.5","0.281","0.881968107539784","STES",13
"14","0.5","0.2","0.0579833606770372","THCA",14
"15","0.5","0.357","0.554575672573691","UCEC",15
