"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.803","1.1950373823012","BLCA",1
"2","0.5","0.62","1.32391036580418","BRCA_1",2
"3","0.5","0.829","1.56019928309501","BRCA_2",3
"4","0.5","0.342","1.30649674139041","COAD_READ",4
"5","0.5","0.537","1.09906927964792","HNSC",5
"6","0.5","0.9","0.743109011112881","KICH",6
"7","0.5","0.168","1.12855635654874","KIRC",7
"8","0.5","0.378","0.880981270801738","KIRP",8
"9","0.5","0.558","0.477575373798596","LIHC",9
"10","0.5","0.352","1.20738808634837","LUAD",10
"11","0.5","0.597","1.249558211772","LUSC",11
"12","0.5","0.525","1.46080640376637","PRAD",12
"13","0.5","0.224","1.22631145843545","STES",13
"14","0.5","0.367","1.1428769280188","THCA",14
"15","0.5","0.69","1.08632950375964","UCEC",15
