"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.786","1.98110022183706","BLCA",1
"2","0.5","0.65","1.76973017896893","BRCA_1",2
"3","0.5","0.821","1.89353014793386","BRCA_2",3
"4","0.5","0.216","1.79614791181611","COAD_READ",4
"5","0.5","0.568","1.7957624082066","HNSC",5
"6","0.5","0.928","1.07482313529091","KICH",6
"7","0.5","0.126","1.76827185102996","KIRC",7
"8","0.5","0.503","1.79298870383211","KIRP",8
"9","0.5","0.593","1.63124838821681","LIHC",9
"10","0.5","0.363","1.94508344938901","LUAD",10
"11","0.5","0.619","2.01960351552367","LUSC",11
"12","0.5","0.45","1.59944590787386","PRAD",12
"13","0.5","0.111","1.66281507424413","STES",13
"14","0.5","0.556","1.71689928843819","THCA",14
"15","0.5","0.7","2.1616153076384","UCEC",15
