"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.694","0.697358080167506","BLCA",1
"2","0.5","0.701","0.880604800391932","BRCA_1",2
"3","0.5","0.523","0.576654769454653","BRCA_2",3
"4","0.5","0.532","0.160573124833684","COAD_READ",4
"5","0.5","0.798","-0.405220576863635","HNSC",5
"6","0.5","0.14","0.582802022308008","KICH",6
"7","0.5","0.616","0.856514951315244","KIRC",7
"8","0.5","0.46","0.6060271158308","KIRP",8
"9","0.5","0.766","-0.382202124201903","LIHC",9
"10","0.5","0.652","0.498894396394853","LUAD",10
"11","0.5","0.436","0.0885845991618658","LUSC",11
"12","0.5","0.802","0.684544207502583","PRAD",12
"13","0.5","0.585","0.501677289201326","STES",13
"14","0.5","0.498","1.01048173842649","THCA",14
"15","0.5","0.585","0.622357703165152","UCEC",15
