"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.839","2.24279497920914","BLCA",1
"2","0.5","0.467","2.47718163818443","BRCA_1",2
"3","0.5","0.629","2.54168643665451","BRCA_2",3
"4","0.5","0.458","1.86342024906228","COAD_READ",4
"5","0.5","0.082","2.39883511437714","HNSC",5
"6","0.5","0.679","1.88814749483599","KICH",6
"7","0.5","0.187","2.15209629741362","KIRC",7
"8","0.5","0.257","2.08174373157407","KIRP",8
"9","0.5","0.377","1.8595290684096","LIHC",9
"10","0.5","0.19","2.13401803110095","LUAD",10
"11","0.5","0.332","3.04643075699379","LUSC",11
"12","0.5","0.381","2.29388454107187","PRAD",12
"13","0.5","0.162","1.90430287655856","STES",13
"14","0.5","0.204","2.35375290322973","THCA",14
"15","0.5","0.767","2.35179607197826","UCEC",15
