"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.353","1.98726959586859","BLCA",1
"2","0.5","0.33","1.96205193865381","BRCA_1",2
"3","0.5","0.505","2.03024392001294","BRCA_2",3
"4","0.5","0.744","1.86208100836397","COAD_READ",4
"5","0.5","0.856","1.79717577037551","HNSC",5
"6","0.5","0.261","1.42092388183187","KICH",6
"7","0.5","0.627","1.7877550793888","KIRC",7
"8","0.5","0.548","1.80790863584062","KIRP",8
"9","0.5","0.499","1.26671544928178","LIHC",9
"10","0.5","0.502","2.05240741488967","LUAD",10
"11","0.5","0.51","2.16778565218045","LUSC",11
"12","0.5","0.33","1.93139981797435","PRAD",12
"13","0.5","0.731","1.58978052327643","STES",13
"14","0.5","0.531","1.80620545339154","THCA",14
"15","0.5","0.379","1.99674515529092","UCEC",15
