"","likelihood","bart","expr","cancer","rank_size"
"1","0.00104319089492374","0.076","0.415989124602517","BLCA",1
"2","0.00241855863454806","0.36","-0.511585109409937","BRCA_1",2
"3","0.155203425394457","0.138","-0.415788970328908","BRCA_2",3
"4","0.881970314658563","0.279","2.00267090063701","COAD_READ",4
"5","0.571707890981368","0.48","-1.20648454365771","HNSC",5
"6","0.391876378171709","0.201","1.36185938979427","KICH",6
"7","0.510258599737594","0.85","1.27950079423808","KIRC",7
"8","0.309599622239511","0.771","2.24282615395992","KIRP",8
"9","0.670062090786592","0.369","-2.02042727176285","LIHC",9
"10","0.0149817089486585","0.483","-1.641036294142","LUAD",10
"11","0.831071451864216","0.571","-0.900585137515624","LUSC",11
"12","0.854667112381249","0.633","1.94313015864838","PRAD",12
"13","0.105223533165755","0.722","-0.409940404833474","STES",13
"14","0.0703175540336565","0.652","-2.09358595283031","THCA",14
"15","0.526494243904611","0.09","0.786988330180487","UCEC",15
