"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.821","2.5412848081784","BLCA",1
"2","0.5","0.551","2.98803492619325","BRCA_1",2
"3","0.5","0.849","2.47619214481233","BRCA_2",3
"4","0.5","0.593","2.68865402450369","COAD_READ",4
"5","0.5","0.428","2.39272756858007","HNSC",5
"6","0.5","0.638","1.88706583680965","KICH",6
"7","0.5","0.18","1.79514990422997","KIRC",7
"8","0.5","0.525","1.95902490909999","KIRP",8
"9","0.5","0.62","2.39650810212129","LIHC",9
"10","0.5","0.468","2.72871182011763","LUAD",10
"11","0.5","0.814","2.56571653317102","LUSC",11
"12","0.5","0.533","2.78780244518828","PRAD",12
"13","0.5","0.367","2.79650875425802","STES",13
"14","0.5","0.335","2.46285442381449","THCA",14
"15","0.5","0.744","2.37921424989692","UCEC",15
