"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.117","-1.12655424296616","BLCA",1
"2","0.5","0.248","-0.24174259260212","BRCA_1",2
"3","0.5","0.095","-0.515802761745066","BRCA_2",3
"4","0.5","0.39","-2.12161378916284","COAD_READ",4
"5","0.5","0.273","-2.07297144175459","HNSC",5
"6","0.5","0.603","-2.28882491557219","KICH",6
"7","0.5","0.788","-1.88469504873743","KIRC",7
"8","0.5","0.135","-2.23228478641001","KIRP",8
"9","0.5","0.609","-2.25996919579199","LIHC",9
"10","0.5","0.242","0.594875681207203","LUAD",10
"11","0.5","0.179","0.190638208860644","LUSC",11
"12","0.5","0.602","-0.780737348451359","PRAD",12
"13","0.5","0.283","-1.53470176673143","STES",13
"14","0.5","0.535","-1.98372956427676","THCA",14
"15","0.5","0.107","-2.08834128225714","UCEC",15
