"","likelihood","bart","expr","rank_size"
"1",0.5,0.402,-1.98173773491943,8
"2",0.5,0.387,-2.22671271953079,12
"3",0.5,0.157,-1.70295010914221,3
"4",0.5,0.24,-1.80285725732292,5
"5",0.5,0.5,-1.96916369136514,7
"6",0.5,0.161,-2.30014845587897,15
"7",0.5,0.529,-2.22615980903212,11
"8",0.5,0.397,-2.18914545352125,9
"9",0.5,0.387,-2.1979587633022,10
"10",0.5,0.603,-1.96714411124024,6
"11",0.5,0.547,-1.14328877722416,2
"12",0.5,0.661,-2.27843461679195,14
"13",0.5,0.643,-1.74120413625144,4
"14",0.5,0.34,-2.23023681783437,13
"15",0.5,0.261,-1.03608443819731,1
