"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.839","1.43445621577239","BLCA",1
"2","0.5","0.62","2.07618081624469","BRCA_1",2
"3","0.5","0.847","1.92252585295517","BRCA_2",3
"4","0.5","0.477","1.44717689581421","COAD_READ",4
"5","0.5","0.566","1.30226031219166","HNSC",5
"6","0.5","0.848","2.27006632791687","KICH",6
"7","0.5","0.239","2.52609137401451","KIRC",7
"8","0.5","0.375","2.08790418243593","KIRP",8
"9","0.5","0.524","1.61355522511467","LIHC",9
"10","0.5","0.407","1.78508245909794","LUAD",10
"11","0.5","0.611","2.27047171143064","LUSC",11
"12","0.5","0.458","2.29083589266468","PRAD",12
"13","0.5","0.38","1.57737305813029","STES",13
"14","0.5","0.313","1.61072108361884","THCA",14
"15","0.5","0.812","1.73066933921809","UCEC",15
