"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.753","3.28427744095906","BLCA",1
"2","0.5","0.628","3.08857539544632","BRCA_1",2
"3","0.5","0.961","2.36119752671657","BRCA_2",3
"4","0.5","0.857","2.31050292931121","COAD_READ",4
"5","0.5","0.846","2.62101573834896","HNSC",5
"6","0.5","0.941","1.78347656729565","KICH",6
"7","0.5","0.413","2.73790876384591","KIRC",7
"8","0.5","0.773","2.82443218526109","KIRP",8
"9","0.5","0.839","2.13123177364731","LIHC",9
"10","0.5","0.585","2.6495246728655","LUAD",10
"11","0.5","0.766","2.63554783130469","LUSC",11
"12","0.5","0.537","2.96158954221088","PRAD",12
"13","0.5","0.693","2.29364316917583","STES",13
"14","0.5","0.623","2.88591042424538","THCA",14
"15","0.5","0.792","3.0247915270004","UCEC",15
