"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.767","-2.22109272683278","BLCA",1
"2","0.5","0.225","-2.22430057082622","BRCA_1",2
"3","0.5","0.613","-2.21136474911376","BRCA_2",3
"4","0.5","0.409","-1.93548631309871","COAD_READ",4
"5","0.5","0.093","-2.27576193465753","HNSC",5
"6","0.5","0.293","-2.23400001952936","KICH",6
"7","0.5","0.181","-2.17436054929115","KIRC",7
"8","0.5","0.266","-2.22109214936934","KIRP",8
"9","0.5","0.208","-2.2421404743909","LIHC",9
"10","0.5","0.352","-2.15792112568703","LUAD",10
"11","0.5","0.467","-2.18229018165994","LUSC",11
"12","0.5","0.264","1.83081201144379","PRAD",12
"13","0.5","0.32","-1.42029334995474","STES",13
"14","0.5","0.185","-2.25278897255914","THCA",14
"15","0.5","0.811","-2.13033653003695","UCEC",15
