"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.259","2.12456940353205","BLCA",1
"2","0.5","0.535","3.84567823514427","BRCA_1",2
"3","0.5","0.258","2.90446740979329","BRCA_2",3
"4","0.5","0.208","1.8256902820512","COAD_READ",4
"5","0.5","0.109","0.839003870917076","HNSC",5
"6","0.5","0.357","0.603382795512727","KICH",6
"7","0.5","0.284","1.71673080607236","KIRC",7
"8","0.5","0.504","1.70825567604875","KIRP",8
"9","0.5","0.34","1.6497720050186","LIHC",9
"10","0.5","0.81","2.14110364643204","LUAD",10
"11","0.5","0.677","1.73075214519439","LUSC",11
"12","0.5","0.583","4.64333665654274","PRAD",12
"13","0.5","0.636","1.32034895695807","STES",13
"14","0.5","0.508","1.68278404436375","THCA",14
"15","0.5","0.854","3.08060979302555","UCEC",15
