"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.87","3.12378637177948","BLCA",1
"2","0.5","0.729","2.69661376603661","BRCA_1",2
"3","0.5","0.911","2.99877789831694","BRCA_2",3
"4","0.5","0.594","3.03950212343173","COAD_READ",4
"5","0.5","0.684","2.95330824921455","HNSC",5
"6","0.5","0.717","2.67698752566104","KICH",6
"7","0.5","0.36","2.37646646312339","KIRC",7
"8","0.5","0.787","2.70651747925924","KIRP",8
"9","0.5","0.85","2.41743294122533","LIHC",9
"10","0.5","0.623","2.6036344857435","LUAD",10
"11","0.5","0.849","3.00560530085355","LUSC",11
"12","0.5","0.609","2.80151133222025","PRAD",12
"13","0.5","0.347","2.66141652267209","STES",13
"14","0.5","0.548","2.51679120224315","THCA",14
"15","0.5","0.774","3.48661161972204","UCEC",15
