"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.211","-2.19825985861265","BLCA",1
"2","0.5","0.64","-2.17765225362979","BRCA_1",2
"3","0.5","0.362","-2.15194451071545","BRCA_2",3
"4","0.5","0.616","-2.18850483804424","COAD_READ",4
"5","0.5","0.648","-2.17154386095606","HNSC",5
"6","0.5","0.712","-2.28136755768457","KICH",6
"7","0.5","0.406","-2.18445687150963","KIRC",7
"8","0.5","0.683","-2.22808013327358","KIRP",8
"9","0.5","0.707","-2.26916620075036","LIHC",9
"10","0.5","0.62","-2.14150077645442","LUAD",10
"11","0.5","0.873","-2.05271564767901","LUSC",11
"12","0.5","0.521","-2.22337668657938","PRAD",12
"13","0.5","0.481","-2.13577821673415","STES",13
"14","0.5","0.565","-1.86341668865963","THCA",14
"15","0.5","0.314","-1.81627974182851","UCEC",15
