"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.376","3.8005649707599","BLCA",1
"2","0.5","0.176","4.34148478654683","BRCA_1",2
"3","0.5","0.659","4.64884202359928","BRCA_2",3
"4","0.5","0.132","3.65159318344104","COAD_READ",4
"5","0.5","0.231","4.51801168380639","HNSC",5
"6","0.5","0.174","5.2901907318847","KICH",6
"7","0.5","0.348","4.57626210429151","KIRC",7
"8","0.5","0.233","4.57931448050509","KIRP",8
"9","0.5","0.134","3.72132026027449","LIHC",9
"10","0.5","0.234","4.2883135678559","LUAD",10
"11","0.5","0.291","4.0662680476092","LUSC",11
"12","0.5","0.217","3.83631819501208","PRAD",12
"13","0.5","0.143","3.76916997877395","STES",13
"14","0.5","0.152","4.69618663298365","THCA",14
"15","0.5","0.282","3.85964201651446","UCEC",15
