"","likelihood","bart","expr","rank_size"
"1",0.5,0.209,-2.10086529533084,10
"2",0.5,0.417,-1.94046585701563,4
"3",0.5,0.129,-1.96996595830492,8
"4",0.5,0.325,-2.16986153819948,11
"5",0.5,0.328,-1.26183109259114,2
"6",0.5,0.61,-2.23403734255233,15
"7",0.5,0.474,-2.18625650521074,13
"8",0.5,0.256,-1.9460085916724,6
"9",0.5,0.51,-2.22101315931462,14
"10",0.5,0.385,-2.01614145835632,9
"11",0.5,0.457,-1.50552779182793,3
"12",0.5,0.553,-2.17861643560303,12
"13",0.5,0.397,-1.94640724668346,7
"14",0.5,0.406,-1.17654404949704,1
"15",0.5,0.131,-1.94055038741115,5
