"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.835","1.50728874989125","BLCA",1
"2","0.5","0.747","1.81004119070103","BRCA_1",2
"3","0.5","0.744","1.72440559273692","BRCA_2",3
"4","0.5","0.699","1.5324325064246","COAD_READ",4
"5","0.5","0.644","1.51663417289059","HNSC",5
"6","0.5","0.358","1.0987206836186","KICH",6
"7","0.5","0.573","1.81827609174225","KIRC",7
"8","0.5","0.755","1.57213023352184","KIRP",8
"9","0.5","0.775","0.978300821292858","LIHC",9
"10","0.5","0.629","1.77307177368043","LUAD",10
"11","0.5","0.633","1.52071602613026","LUSC",11
"12","0.5","0.542","1.52835578266693","PRAD",12
"13","0.5","0.618","2.02250040121789","STES",13
"14","0.5","0.435","1.61090873037019","THCA",14
"15","0.5","0.78","1.45604146939584","UCEC",15
