"","likelihood","bart","expr","cancer","rank_size"
"1","1.41838843935646e-21","0.723","2.28372516709767","BLCA",1
"2","4.14543245328712e-52","0.243","2.55026273300643","BRCA_1",2
"3","1.07038778090901e-39","0.861","2.25256218123549","BRCA_2",3
"4","1.11058413555619e-34","0.172","2.4903348912587","COAD_READ",4
"5","3.5567540457309e-28","0.158","2.41548268016208","HNSC",5
"6","1.40327984534246e-17","0.758","1.78911234600637","KICH",6
"7","2.59578190770492e-16","0.272","2.32424630890227","KIRC",7
"8","3.06177041774309e-18","0.324","2.23890294531881","KIRP",8
"9","4.20038688322664e-37","0.114","1.70368678238986","LIHC",9
"10","4.87326135282704e-21","0.132","2.30135748568281","LUAD",10
"11","5.79985800942525e-30","0.151","2.1679591358947","LUSC",11
"12","7.48205355629888e-44","0.174","2.25973465682946","PRAD",12
"13","8.17020929584989e-25","0.125","2.0768532857204","STES",13
"14","0.188075908584052","0.082","2.46612890871221","THCA",14
"15","0.000632925806764872","0.44","2.47319242222113","UCEC",15
