"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.497","0.0562933058266774","BLCA",1
"2","0.5","0.606","0.112032386578409","BRCA_1",2
"3","0.5","0.688","0.477044374007195","BRCA_2",3
"4","0.5","0.602","0.0463632602406581","COAD_READ",4
"5","0.5","0.584","-0.284818380497275","HNSC",5
"6","0.5","0.667","-1.44023403341622","KICH",6
"7","0.5","0.283","-0.399836039821084","KIRC",7
"8","0.5","0.595","-0.689298531912826","KIRP",8
"9","0.5","0.626","-0.857316405024219","LIHC",9
"10","0.5","0.509","0.00909151842084555","LUAD",10
"11","0.5","0.702","0.221220413617236","LUSC",11
"12","0.5","0.419","-0.221353071928193","PRAD",12
"13","0.5","0.364","0.0829368853090903","STES",13
"14","0.5","0.402","0.0118353929290048","THCA",14
"15","0.5","0.536","-0.0764367008261012","UCEC",15
