"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.591","1.49884071565838","BLCA",1
"2","0.5","0.352","1.63307360136645","BRCA_1",2
"3","0.5","0.303","1.58796856193934","BRCA_2",3
"4","0.5","0.341","1.81004719001136","COAD_READ",4
"5","0.5","0.328","1.27153429956814","HNSC",5
"6","0.5","0.438","0.711854929545535","KICH",6
"7","0.5","0.441","1.42020344339188","KIRC",7
"8","0.5","0.281","1.17123239895936","KIRP",8
"9","0.5","0.364","0.718081406983597","LIHC",9
"10","0.5","0.304","1.59269988174431","LUAD",10
"11","0.5","0.289","1.76650113827029","LUSC",11
"12","0.5","0.268","1.51924460515329","PRAD",12
"13","0.5","0.29","1.70476993916415","STES",13
"14","0.5","0.291","1.3290104390547","THCA",14
"15","0.5","0.488","1.52294943572656","UCEC",15
