"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.758","1.39773431169448","BLCA",1
"2","0.5","0.097","1.76196874465004","BRCA_1",2
"3","0.5","0.717","1.44263364040305","BRCA_2",3
"4","0.5","0.27","1.57888446279655","COAD_READ",4
"5","0.5","0.243","1.38961694697757","HNSC",5
"6","0.5","0.642","1.92743966315923","KICH",6
"7","0.5","0.16","1.53978144731154","KIRC",7
"8","0.5","0.171","1.33825092978994","KIRP",8
"9","0.5","0.107","0.634262906917057","LIHC",9
"10","0.5","0.108","1.72314400049212","LUAD",10
"11","0.5","0.113","1.6654274220318","LUSC",11
"12","0.5","0.072","1.50322113915099","PRAD",12
"13","0.5","0.188","2.12850871480441","STES",13
"14","0.5","0.168","1.51864816226756","THCA",14
"15","0.5","0.444","1.43733520496221","UCEC",15
