"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.826","2.36202410756423","BLCA",1
"2","0.5","0.735","2.10470630079178","BRCA_1",2
"3","0.5","0.538","2.09001661382413","BRCA_2",3
"4","0.5","0.952","1.90573957420834","COAD_READ",4
"5","0.5","0.469","2.27021114940189","HNSC",5
"6","0.5","0.439","2.22845575359327","KICH",6
"7","0.5","0.449","2.16755502401343","KIRC",7
"8","0.5","0.657","2.16752948901369","KIRP",8
"9","0.5","0.749","1.7203789473043","LIHC",9
"10","0.5","0.753","2.07187392202651","LUAD",10
"11","0.5","0.45","2.30760055546079","LUSC",11
"12","0.5","0.749","2.01471056482659","PRAD",12
"13","0.5","0.844","2.03092294380323","STES",13
"14","0.5","0.565","2.15960526428924","THCA",14
"15","0.5","0.889","2.12146260087279","UCEC",15
