"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.151","2.06893504829772","BLCA",1
"2","0.5","0.34","1.93007864342918","BRCA_1",2
"3","0.5","0.17","2.13946426789487","BRCA_2",3
"4","0.5","0.597","2.04045293399535","COAD_READ",4
"5","0.5","0.787","1.96957948758108","HNSC",5
"6","0.5","0.6","2.19717488679774","KICH",6
"7","0.5","0.543","1.77491682184094","KIRC",7
"8","0.5","0.572","1.92550271274744","KIRP",8
"9","0.5","0.474","1.32411743150466","LIHC",9
"10","0.5","0.309","1.96307917792459","LUAD",10
"11","0.5","0.227","2.06769566053365","LUSC",11
"12","0.5","0.146","1.86764619265147","PRAD",12
"13","0.5","0.56","2.02113437937099","STES",13
"14","0.5","0.728","2.10672434834193","THCA",14
"15","0.5","0.13","1.96821270811913","UCEC",15
