"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.56","-0.1742843139278","BLCA",1
"2","0.5","0.258","-0.371496577328773","BRCA_1",2
"3","0.5","0.52","-0.294965810754855","BRCA_2",3
"4","0.5","0.838","-0.691769841248307","COAD_READ",4
"5","0.5","0.424","-0.525723519882864","HNSC",5
"6","0.5","0.231","-1.20734520731115","KICH",6
"7","0.5","0.315","-0.401408584471431","KIRC",7
"8","0.5","0.483","-0.48577356134869","KIRP",8
"9","0.5","0.401","-0.681229018412727","LIHC",9
"10","0.5","0.449","-0.265280795145037","LUAD",10
"11","0.5","0.541","-0.329797766796838","LUSC",11
"12","0.5","0.297","-0.277804002818304","PRAD",12
"13","0.5","0.654","-0.548127010579582","STES",13
"14","0.5","0.302","-0.152188740923926","THCA",14
"15","0.5","0.389","-0.406194726348675","UCEC",15
