"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.716","3.4602612137027","BLCA",1
"2","0.5","0.18","3.09809982090664","BRCA_1",2
"3","0.5","0.308","2.87326389032322","BRCA_2",3
"4","0.5","0.288","3.75455453848144","COAD_READ",4
"5","0.5","0.074","3.09254084696345","HNSC",5
"6","0.5","0.472","3.45453844959614","KICH",6
"7","0.5","0.133","3.35308322191","KIRC",7
"8","0.5","0.085","3.41451833352411","KIRP",8
"9","0.5","0.125","3.25703170608729","LIHC",9
"10","0.5","0.161","3.21743080750571","LUAD",10
"11","0.5","0.198","3.22404536230406","LUSC",11
"12","0.5","0.142","3.28992085523637","PRAD",12
"13","0.5","0.166","3.30478425786239","STES",13
"14","0.5","0.114","3.05696887203404","THCA",14
"15","0.5","0.525","3.4265509222962","UCEC",15
