"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.136","0.660394430022813","BLCA",1
"2","0.5","0.701","1.21638918556042","BRCA_1",2
"3","0.5","0.153","0.714157010561576","BRCA_2",3
"4","0.5","0.403","0.326065637732425","COAD_READ",4
"5","0.5","0.486","1.30146037809397","HNSC",5
"6","0.5","0.583","-1.58562710657348","KICH",6
"7","0.5","0.557","-0.823803536582915","KIRC",7
"8","0.5","0.531","-1.0415202950859","KIRP",8
"9","0.5","0.75","-1.21414392941638","LIHC",9
"10","0.5","0.651","0.253972376220966","LUAD",10
"11","0.5","0.822","0.687680609812239","LUSC",11
"12","0.5","0.759","1.96730505459366","PRAD",12
"13","0.5","0.498","1.1339692070753","STES",13
"14","0.5","0.527","-1.14687457046726","THCA",14
"15","0.5","0.234","1.35127884757833","UCEC",15
