"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.2","-2.25603145604709","BLCA",1
"2","0.5","0.423","-2.23908883103771","BRCA_1",2
"3","0.5","0.195","-2.27501369932847","BRCA_2",3
"4","0.5","0.3","-1.93466884653128","COAD_READ",4
"5","0.5","0.328","-2.28541972626647","HNSC",5
"6","0.5","0.363","-2.2953810585543","KICH",6
"7","0.5","0.541","-2.23058504584518","KIRC",7
"8","0.5","0.305","-2.26112738230419","KIRP",8
"9","0.5","0.656","-2.25633376640839","LIHC",9
"10","0.5","0.415","-1.89927371853188","LUAD",10
"11","0.5","0.785","-2.26781574185022","LUSC",11
"12","0.5","0.641","-2.24198610478035","PRAD",12
"13","0.5","0.433","-1.71964782452102","STES",13
"14","0.5","0.427","-2.28759454694768","THCA",14
"15","0.5","0.109","-2.12403936950917","UCEC",15
