"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.866","-2.22831462796744","BLCA",1
"2","0.5","0.174","-2.29198062175603","BRCA_1",2
"3","0.5","0.573","-2.2625292726262","BRCA_2",3
"4","0.5","0.381","1.18230938420088","COAD_READ",4
"5","0.5","0.101","-2.24144530574252","HNSC",5
"6","0.5","0.623","-2.28795315970024","KICH",6
"7","0.5","0.121","-2.28536149039394","KIRC",7
"8","0.5","0.124","-2.28471617965578","KIRP",8
"9","0.5","0.179","-2.24176351846824","LIHC",9
"10","0.5","0.171","-2.17829967445673","LUAD",10
"11","0.5","0.227","-2.22309181326475","LUSC",11
"12","0.5","0.169","-1.23979264074716","PRAD",12
"13","0.5","0.197","-0.679036608433201","STES",13
"14","0.5","0.117","-2.28911751609047","THCA",14
"15","0.5","0.726","-2.15655016710239","UCEC",15
