"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.222","2.23937751272475","BLCA",1
"2","0.5","0.718","0.272637255782376","BRCA_1",2
"3","0.5","0.312","0.00649772913776917","BRCA_2",3
"4","0.5","0.276","2.04095647705108","COAD_READ",4
"5","0.5","0.232","-0.0460760706415166","HNSC",5
"6","0.5","0.529","2.6992311597271","KICH",6
"7","0.5","0.42","1.19818743206198","KIRC",7
"8","0.5","0.774","-0.227352912844332","KIRP",8
"9","0.5","0.56","-0.544571385501395","LIHC",9
"10","0.5","0.921","1.77498836703831","LUAD",10
"11","0.5","0.876","1.59880183668561","LUSC",11
"12","0.5","0.724","0.142475809675056","PRAD",12
"13","0.5","0.772","2.34992038439873","STES",13
"14","0.5","0.784","0.544725121012182","THCA",14
"15","0.5","0.911","2.88760199594981","UCEC",15
