"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.377","3.96959253504859","BLCA",1
"2","0.5","0.696","3.63254700675155","BRCA_1",2
"3","0.5","0.523","3.74332527261378","BRCA_2",3
"4","0.5","0.844","3.65419722334074","COAD_READ",4
"5","0.5","0.722","4.2737821437188","HNSC",5
"6","0.5","0.481","3.56237996997796","KICH",6
"7","0.5","0.719","3.38855851882354","KIRC",7
"8","0.5","0.84","3.57956973954916","KIRP",8
"9","0.5","0.684","3.69561945007314","LIHC",9
"10","0.5","0.696","3.62516627717558","LUAD",10
"11","0.5","0.52","3.75178874776572","LUSC",11
"12","0.5","0.723","3.73545205568135","PRAD",12
"13","0.5","0.784","3.33416694672799","STES",13
"14","0.5","0.601","4.48279025505562","THCA",14
"15","0.5","0.308","3.8947353925164","UCEC",15
