"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.731","-0.540577087676542","BLCA",1
"2","0.5","0.382","-0.233328225872591","BRCA_1",2
"3","0.5","0.505","-0.258530209366115","BRCA_2",3
"4","0.5","0.163","-0.109659443922654","COAD_READ",4
"5","0.5","0.348","0.176479100142202","HNSC",5
"6","0.5","0.843","0.287793502949517","KICH",6
"7","0.5","0.275","0.017395817228993","KIRC",7
"8","0.5","0.165","0.154431412841852","KIRP",8
"9","0.5","0.329","-1.08014932351527","LIHC",9
"10","0.5","0.18","-0.251188408516178","LUAD",10
"11","0.5","0.257","0.581055143548463","LUSC",11
"12","0.5","0.354","-0.0655264684400243","PRAD",12
"13","0.5","0.171","0.114712573612788","STES",13
"14","0.5","0.245","0.480674350201809","THCA",14
"15","0.5","0.476","0.0344540177441649","UCEC",15
