"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.237","0.714023722984862","BLCA",1
"2","0.5","0.361","1.15528712764729","BRCA_1",2
"3","0.5","0.143","0.934650196893754","BRCA_2",3
"4","0.5","0.394","1.16041610519448","COAD_READ",4
"5","0.5","0.739","1.03718545464388","HNSC",5
"6","0.5","0.164","1.123718577435","KICH",6
"7","0.5","0.837","1.58730835215392","KIRC",7
"8","0.5","0.496","1.29309692413718","KIRP",8
"9","0.5","0.67","0.561118611805853","LIHC",9
"10","0.5","0.544","1.19049531848601","LUAD",10
"11","0.5","0.381","0.915687928201462","LUSC",11
"12","0.5","0.667","1.56145211672859","PRAD",12
"13","0.5","0.702","0.977927303659084","STES",13
"14","0.5","0.733","1.21663306806592","THCA",14
"15","0.5","0.168","0.46143063422403","UCEC",15
