"","likelihood","bart","expr","cancer","rank_size"
"1","1","0.772","1.01876127641603","BLCA",1
"2","0.635505994744421","0.27","1.11494404602649","BRCA_1",2
"3","0.93106518079839","0.505","0.981550658611939","BRCA_2",3
"4","0.826306688834748","0.478","0.374062603417366","COAD_READ",4
"5","2.8349337665998e-14","0.194","0.802056805943031","HNSC",5
"6","1","0.645","2.21075758365166","KICH",6
"7","0.00139994847436808","0.128","1.78560095931766","KIRC",7
"8","0.167147078845193","0.237","-0.282089502855056","KIRP",8
"9","3.5033999415418e-25","0.256","0.416584942710597","LIHC",9
"10","0.601560056301078","0.23","1.32216921611531","LUAD",10
"11","2.22773186227385e-06","0.182","2.71330410157753","LUSC",11
"12","0.00049477374976735","0.225","0.260372607820871","PRAD",12
"13","0.864596754617358","0.337","0.520415958181867","STES",13
"14","0.642621158822976","0.165","0.81439270991162","THCA",14
"15","0.511711543977178","0.701","1.15273200344587","UCEC",15
