"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.382","3.09758673740633","BLCA",1
"2","0.5","0.252","2.91553047440795","BRCA_1",2
"3","0.5","0.414","2.86768910488133","BRCA_2",3
"4","0.5","0.904","2.87572311042247","COAD_READ",4
"5","0.5","0.863","3.44394320471299","HNSC",5
"6","0.5","0.256","3.11366331611392","KICH",6
"7","0.5","0.675","3.10041816060678","KIRC",7
"8","0.5","0.783","3.14476354215632","KIRP",8
"9","0.5","0.635","2.45099760366971","LIHC",9
"10","0.5","0.783","3.0195242019368","LUAD",10
"11","0.5","0.898","3.9810632493268","LUSC",11
"12","0.5","0.183","2.65111778306786","PRAD",12
"13","0.5","0.904","3.20753209443929","STES",13
"14","0.5","0.764","3.27483394362504","THCA",14
"15","0.5","0.326","2.73721357492052","UCEC",15
