"","likelihood","bart","expr","cancer","rank_size"
"1","0.199360536334129","0.138","3.67496491238413","BLCA",1
"2","1.10348933063729e-10","0.724","3.09273134281551","BRCA_1",2
"3","2.75315304563989e-16","0.272","3.02244233071479","BRCA_2",3
"4","1.07235027670472e-07","0.944","2.91597138740775","COAD_READ",4
"5","1.10845810093371e-06","0.942","3.68631435482276","HNSC",5
"6","0.00757252689077893","0.245","3.17343556909438","KICH",6
"7","0.000126116095476096","0.891","3.59653022436316","KIRC",7
"8","2.29980577343324e-06","0.963","3.62858020440513","KIRP",8
"9","2.14954478454526e-14","0.812","1.64153607594408","LIHC",9
"10","1.82150361541899e-10","0.949","3.18824017754682","LUAD",10
"11","3.74521628167762e-08","0.938","3.7401033598577","LUSC",11
"12","1.64791592543303e-19","0.336","2.66502969484606","PRAD",12
"13","5.53654320721561e-07","0.941","3.54008959650426","STES",13
"14","5.04917052701657e-19","0.943","2.73921505923561","THCA",14
"15","4.14814601877113e-08","0.364","2.88367708077234","UCEC",15
