"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.208","-1.42573424661724","BLCA",1
"2","0.5","0.392","-1.36739489336105","BRCA_1",2
"3","0.5","0.429","-0.795208545408278","BRCA_2",3
"4","0.5","0.582","1.25326481010914","COAD_READ",4
"5","0.5","0.624","-1.25319764061795","HNSC",5
"6","0.5","0.29","-1.25855860614151","KICH",6
"7","0.5","0.81","-1.35240807692382","KIRC",7
"8","0.5","0.563","-1.71257364079616","KIRP",8
"9","0.5","0.488","2.53360529251299","LIHC",9
"10","0.5","0.545","-0.502587151841109","LUAD",10
"11","0.5","0.47","-0.85295674778751","LUSC",11
"12","0.5","0.358","-1.19504956469059","PRAD",12
"13","0.5","0.557","0.0484494836982067","STES",13
"14","0.5","0.867","-0.409242554193289","THCA",14
"15","0.5","0.502","-1.00133678562232","UCEC",15
