"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.263","-1.27240580506365","BLCA",1
"2","0.5","0.128","-0.501256497192204","BRCA_1",2
"3","0.5","0.257","-0.589278067152849","BRCA_2",3
"4","0.5","0.111","-0.584761849267985","COAD_READ",4
"5","0.5","0.212","-0.236973505276863","HNSC",5
"6","0.5","0.616","-1.82099115766273","KICH",6
"7","0.5","0.52","-0.451345500134737","KIRC",7
"8","0.5","0.548","-1.73585372968962","KIRP",8
"9","0.5","0.08","-1.80198133435156","LIHC",9
"10","0.5","0.17","-0.316550798037834","LUAD",10
"11","0.5","0.17","0.681616275183554","LUSC",11
"12","0.5","0.087","-0.611736536141303","PRAD",12
"13","0.5","0.123","0.405405507995958","STES",13
"14","0.5","0.441","-1.36233336604854","THCA",14
"15","0.5","0.375","-1.04302874000027","UCEC",15
