"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.55","3.75647278703438","BLCA",1
"2","0.5","0.619","3.19977840625245","BRCA_1",2
"3","0.5","0.588","3.46495212371309","BRCA_2",3
"4","0.5","0.483","3.3837355164623","COAD_READ",4
"5","0.5","0.715","3.53455897791756","HNSC",5
"6","0.5","0.366","2.77154818056707","KICH",6
"7","0.5","0.895","2.76753628772452","KIRC",7
"8","0.5","0.904","2.73763814837935","KIRP",8
"9","0.5","0.637","2.40659927090927","LIHC",9
"10","0.5","0.52","3.14138710061345","LUAD",10
"11","0.5","0.399","3.56131760154381","LUSC",11
"12","0.5","0.432","3.22655411627217","PRAD",12
"13","0.5","0.517","3.22284543242791","STES",13
"14","0.5","0.564","2.79350904529703","THCA",14
"15","0.5","0.532","3.56918698947702","UCEC",15
