"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.788","1.63943125406687","BLCA",1
"2","0.5","0.156","2.39127014068045","BRCA_1",2
"3","0.5","0.544","2.19387956083632","BRCA_2",3
"4","0.5","0.217","2.16119016785644","COAD_READ",4
"5","0.5","0.252","1.33200716392733","HNSC",5
"6","0.5","0.889","2.0464333952449","KICH",6
"7","0.5","0.048","2.03384801417963","KIRC",7
"8","0.5","0.32","1.69871275369724","KIRP",8
"9","0.5","0.124","1.73091148457096","LIHC",9
"10","0.5","0.055","2.37293989077196","LUAD",10
"11","0.5","0.286","1.89519435455497","LUSC",11
"12","0.5","0.0580000000000001","2.25486741449438","PRAD",12
"13","0.5","0.093","2.34987924465624","STES",13
"14","0.5","0.0679999999999999","2.26114002566029","THCA",14
"15","0.5","0.494","1.73022405689624","UCEC",15
