"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.742","-1.39140997437619","BLCA",1
"2","0.5","0.743","-1.44737559018129","BRCA_1",2
"3","0.5","0.571","-1.29646002860853","BRCA_2",3
"4","0.5","0.81","-1.51538422764746","COAD_READ",4
"5","0.5","0.356","-0.200969518736506","HNSC",5
"6","0.5","0.84","-1.95894616049167","KICH",6
"7","0.5","0.403","-1.92515624804615","KIRC",7
"8","0.5","0.344","-1.92446112397361","KIRP",8
"9","0.5","0.41","-2.075243570939","LIHC",9
"10","0.5","0.415","-1.56069452742579","LUAD",10
"11","0.5","0.448","-0.630769084639127","LUSC",11
"12","0.5","0.537","-1.48787946270791","PRAD",12
"13","0.5","0.588","-1.10699746580519","STES",13
"14","0.5","0.318","-2.04370410401141","THCA",14
"15","0.5","0.83","-0.922373227997135","UCEC",15
