"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.805","0.569112195231922","BLCA",1
"2","0.5","0.141","1.31582186998157","BRCA_1",2
"3","0.5","0.315","1.03803433562398","BRCA_2",3
"4","0.5","0.216","-0.0344127128339647","COAD_READ",4
"5","0.5","0.055","0.21898909859311","HNSC",5
"6","0.5","0.177","0.708873254432447","KICH",6
"7","0.5","0.129","0.590459895077871","KIRC",7
"8","0.5","0.081","0.66753279265435","KIRP",8
"9","0.5","0.098","0.302038328398543","LIHC",9
"10","0.5","0.135","0.903774529811563","LUAD",10
"11","0.5","0.133","0.79552066307475","LUSC",11
"12","0.5","0.12","1.24378103442232","PRAD",12
"13","0.5","0.147","0.342568533737806","STES",13
"14","0.5","0.109","0.83134110458476","THCA",14
"15","0.5","0.532","0.523803634819357","UCEC",15
