"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.149","-2.27862948103395","BLCA",1
"2","0.5","0.41","-2.28039901272013","BRCA_1",2
"3","0.5","0.115","-2.28271318405881","BRCA_2",3
"4","0.5","0.388","-2.29293774464918","COAD_READ",4
"5","0.5","0.462","-2.25113368496192","HNSC",5
"6","0.5","0.288","-2.29813205905164","KICH",6
"7","0.5","0.776","-2.2565732897848","KIRC",7
"8","0.5","0.433","-2.26833982073784","KIRP",8
"9","0.5","0.426","-2.29039329587005","LIHC",9
"10","0.5","0.479","-2.28657671744761","LUAD",10
"11","0.5","0.5","-2.27828084000254","LUSC",11
"12","0.5","0.722","-2.27691847054241","PRAD",12
"13","0.5","0.684","-2.14802504104","STES",13
"14","0.5","0.54","-2.29006455072511","THCA",14
"15","0.5","0.128","-2.23461002083203","UCEC",15
