"","likelihood","bart","expr","rank_size"
"1",0.5,0.356,-2.09894556689305,6
"2",0.5,0.738,-2.27664599578137,13
"3",0.5,0.416,-2.14257051347014,7
"4",0.5,0.548,-2.25358702160057,10
"5",0.5,0.68,-1.84945260156729,4
"6",0.5,0.64,-2.29611985283774,15
"7",0.5,0.704,-2.16629324134939,8
"8",0.5,0.581,-1.52739347531851,2
"9",0.5,0.736,-2.26098131063571,11
"10",0.5,0.616,-2.1672834161139,9
"11",0.5,0.73,-1.3684810672645,1
"12",0.5,0.733,-2.27222380708414,12
"13",0.5,0.656,-1.88475308444368,5
"14",0.5,0.689,-2.29377970667748,14
"15",0.5,0.344,-1.69013712052918,3
