"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.103","2.46388742822612","BLCA",1
"2","0.5","0.267","2.67972656565072","BRCA_1",2
"3","0.5","0.855","2.90138455809435","BRCA_2",3
"4","0.5","0.136","2.629101653256","COAD_READ",4
"5","0.5","0.651","2.52884696620247","HNSC",5
"6","0.5","0.283","1.78558530268957","KICH",6
"7","0.5","0.887","2.89119458804647","KIRC",7
"8","0.5","0.914","2.22020088059936","KIRP",8
"9","0.5","0.123","1.89239929505619","LIHC",9
"10","0.5","0.171","2.8125904126091","LUAD",10
"11","0.5","0.08","2.66146549442404","LUSC",11
"12","0.5","0.211","2.76935910375238","PRAD",12
"13","0.5","0.369","3.06529523772873","STES",13
"14","0.5","0.815","2.71640340077139","THCA",14
"15","0.5","0.441","2.67654523654573","UCEC",15
