"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.748","2.29417353090348","BLCA",1
"2","0.5","0.124","2.146427926305","BRCA_1",2
"3","0.5","0.223","2.38616382718749","BRCA_2",3
"4","0.5","0.569","2.42911674370916","COAD_READ",4
"5","0.5","0.078","2.40718577722667","HNSC",5
"6","0.5","0.194","1.58782789845521","KICH",6
"7","0.5","0.159","1.50823155446502","KIRC",7
"8","0.5","0.079","2.12982691543191","KIRP",8
"9","0.5","0.146","1.39412312228738","LIHC",9
"10","0.5","0.215","2.07120441890395","LUAD",10
"11","0.5","0.173","2.66614873130103","LUSC",11
"12","0.5","0.204","2.03013227033882","PRAD",12
"13","0.5","0.396","1.74712761884266","STES",13
"14","0.5","0.122","1.49524356616201","THCA",14
"15","0.5","0.522","2.56343379508118","UCEC",15
