"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.711","0.375390622498495","BLCA",1
"2","0.5","0.839","0.751172756771498","BRCA_1",2
"3","0.5","0.588","0.0864353417752072","BRCA_2",3
"4","0.5","0.494","0.380378945191114","COAD_READ",4
"5","0.5","0.878","0.672420379474653","HNSC",5
"6","0.5","0.56","0.720235182322343","KICH",6
"7","0.5","0.637","-1.02437339340675","KIRC",7
"8","0.5","0.41","0.771020980290315","KIRP",8
"9","0.5","0.8","-1.26631848326919","LIHC",9
"10","0.5","0.726","0.642121645517596","LUAD",10
"11","0.5","0.691","0.270914287603175","LUSC",11
"12","0.5","0.831","0.569659315215295","PRAD",12
"13","0.5","0.779","0.622370786629439","STES",13
"14","0.5","0.556","1.07542168158302","THCA",14
"15","0.5","0.677","0.717418757131485","UCEC",15
