"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.866","2.04784322718461","BLCA",1
"2","0.5","0.667","2.43483357539669","BRCA_1",2
"3","0.5","0.747","2.38917201618978","BRCA_2",3
"4","0.5","0.715","1.03756462852426","COAD_READ",4
"5","0.5","0.602","1.51538866296555","HNSC",5
"6","0.5","0.378","1.93625630140468","KICH",6
"7","0.5","0.515","1.77299026442167","KIRC",7
"8","0.5","0.647","1.65963570133366","KIRP",8
"9","0.5","0.694","1.59520077825173","LIHC",9
"10","0.5","0.577","2.00222730132645","LUAD",10
"11","0.5","0.576","2.28769197978428","LUSC",11
"12","0.5","0.436","2.28743436627762","PRAD",12
"13","0.5","0.584","1.6674002723125","STES",13
"14","0.5","0.36","1.94102103789627","THCA",14
"15","0.5","0.788","1.7790279681573","UCEC",15
