"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.813","-1.31664930865991","BLCA",1
"2","0.5","0.199","-0.877793177601192","BRCA_1",2
"3","0.5","0.673","-0.347711075677276","BRCA_2",3
"4","0.5","0.165","-1.63617833795045","COAD_READ",4
"5","0.5","0.185","-1.30635414268116","HNSC",5
"6","0.5","0.781","-1.87461790476527","KICH",6
"7","0.5","0.1","-1.15989135054749","KIRC",7
"8","0.5","0.101","-1.42627935619383","KIRP",8
"9","0.5","0.144","-1.50214666384027","LIHC",9
"10","0.5","0.148","-1.03924651278876","LUAD",10
"11","0.5","0.282","-0.608471878381052","LUSC",11
"12","0.5","0.134","-0.920224697577184","PRAD",12
"13","0.5","0.123","-0.789647516940714","STES",13
"14","0.5","0.115","-1.16030058640848","THCA",14
"15","0.5","0.628","-0.549225707748194","UCEC",15
