"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.804","3.24514665337313","BLCA",1
"2","0.5","0.32","3.49807756766682","BRCA_1",2
"3","0.5","0.738","3.25044018529676","BRCA_2",3
"4","0.5","0.32","3.13381912303238","COAD_READ",4
"5","0.5","0.338","3.60478902166827","HNSC",5
"6","0.5","0.857","3.1253695549151","KICH",6
"7","0.5","0.292","3.27322170481478","KIRC",7
"8","0.5","0.308","3.11432920751839","KIRP",8
"9","0.5","0.305","2.1409094024472","LIHC",9
"10","0.5","0.307","3.27313071445129","LUAD",10
"11","0.5","0.359","3.56682653383198","LUSC",11
"12","0.5","0.32","3.12890334945477","PRAD",12
"13","0.5","0.302","3.27368505681113","STES",13
"14","0.5","0.297","3.50283718253147","THCA",14
"15","0.5","0.748","3.43037440447384","UCEC",15
