"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.561","1.66174015894599","BLCA",1
"2","0.5","0.377","1.58221537263831","BRCA_1",2
"3","0.5","0.385","1.39374391698844","BRCA_2",3
"4","0.5","0.256","1.26963955622255","COAD_READ",4
"5","0.5","0.303","1.07603636418017","HNSC",5
"6","0.5","0.84","1.11976478663559","KICH",6
"7","0.5","0.243","1.4785244981142","KIRC",7
"8","0.5","0.289","1.31071401617615","KIRP",8
"9","0.5","0.338","0.783398704298353","LIHC",9
"10","0.5","0.193","1.63093938673081","LUAD",10
"11","0.5","0.262","1.57025173194542","LUSC",11
"12","0.5","0.225","1.36036960966553","PRAD",12
"13","0.5","0.177","1.52798167561672","STES",13
"14","0.5","0.277","1.51260346395757","THCA",14
"15","0.5","0.435","1.41926788625523","UCEC",15
